ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
0.360655737704918,0.1772784019975031,0.010443864229765013,0.21108179419525064,0.25316455696202533,0.15789473684210525,0.0,0.8300000000000001,0.024096385542168676,0.22115384615384617,0.05263157894736842,0.43,0.0,0.0,0.0,0.14224137931034483,0.14906671332649066,0.25,0.0,0.05555555555555555,0.6900000000000001,0.0
0.4590163934426229,0.06991260923845193,0.0391644908616188,0.09762532981530343,0.02531645569620253,0.21052631578947367,0.21052631578947367,1.0,1.0,0.06730769230769232,0.0,0.67,0.0,0.0,0.0,0.0,0.14906671332649066,0.0,0.07108868337234737,0.08133531367140533,0.0,0.0
0.5573770491803279,0.07990012484394507,0.013054830287206266,0.05277044854881267,0.11392405063291139,0.0,0.0,1.0,1.0,0.08653846153846154,0.21052631578947367,0.44,0.0,0.06060606060606061,0.06060606060606061,0.22844827586206895,0.14012738853503184,0.125,0.045454545454545456,0.05555555555555555,0.86,0.0
0.5409836065573771,0.20848938826466917,0.0026109660574412533,0.18205804749340368,0.35443037974683544,0.05263157894736842,0.05263157894736842,0.93,0.9156626506024097,0.2884615384615385,0.15789473684210525,0.5700000000000001,0.0,0.07575757575757576,0.06060606060606061,0.3103448275862069,0.1762208067940552,0.1875,0.13636363636363635,0.16666666666666666,0.91,0.0
0.7868852459016394,0.4132334581772784,0.07049608355091384,0.33773087071240104,0.1518987341772152,0.0,0.0,1.0,1.0,0.11538461538461539,0.0,0.25,0.0,0.015151515151515152,0.015151515151515152,0.21982758620689655,0.1889596602972399,0.09375,0.0,0.0,0.8,0.0
0.42622950819672134,0.16853932584269662,0.028720626631853787,0.19525065963060684,0.3924050632911392,0.0,0.0,0.91,0.012048192771084338,0.3076923076923077,0.05263157894736842,0.47000000000000003,0.0,0.0,0.0,0.2672413793103448,0.19745222929936304,0.375,0.13636363636363635,0.16666666666666666,0.9400000000000001,0.0
0.34426229508196726,0.10736579275905118,0.018276762402088774,0.0870712401055409,0.31645569620253167,0.0,0.0,0.92,0.10843373493975904,0.25,0.15789473684210525,0.58,0.0,0.06060606060606061,0.06060606060606061,0.38362068965517243,0.1613588110403397,0.21875,0.2727272727272727,0.1111111111111111,1.0,1.0
0.5737704918032788,0.1822721598002497,0.018276762402088774,0.16094986807387862,0.21518987341772153,0.0,0.0,0.8300000000000001,0.3734939759036145,0.17307692307692307,0.05263157894736842,0.44,0.0,0.0,0.0,0.12068965517241378,0.10191082802547771,0.0625,0.045454545454545456,0.1111111111111111,0.4,1.0
0.42622950819672134,0.4019975031210986,0.005221932114882507,0.35356200527704484,0.3037974683544304,0.0,0.0,0.85,0.060240963855421686,0.25961538461538464,0.05263157894736842,0.26,0.0,0.015151515151515152,0.015151515151515152,0.29310344827586204,0.14906671332649066,0.21875,0.0,0.16666666666666666,0.9,0.0
0.4590163934426229,0.09612983770287141,0.010443864229765013,0.08443271767810026,0.24050632911392406,0.0,0.0,0.9500000000000001,0.060240963855421686,0.1826923076923077,0.15789473684210525,0.26,0.0,0.09090909090909091,0.09090909090909091,0.1336206896551724,0.18259023354564755,0.15625,0.0909090909090909,0.05555555555555555,0.62,0.0
0.8032786885245903,0.11735330836454431,0.013054830287206266,0.11345646437994723,0.20253164556962025,0.0,0.0,1.0,1.0,0.15384615384615385,0.15789473684210525,0.31,0.0,0.0,0.0,0.06465517241379311,0.18683651804670912,0.125,0.045454545454545456,0.0,0.67,1.0
0.2786885245901639,0.3857677902621723,0.06527415143603134,0.18997361477572558,0.1518987341772152,0.05263157894736842,0.0,0.6,0.024096385542168676,0.14423076923076925,0.0,0.2,0.0,0.015151515151515152,0.015151515151515152,0.3620689655172414,0.13588110403397027,0.15625,0.045454545454545456,0.1111111111111111,0.88,0.0
0.6721311475409836,0.33957553058676654,0.005221932114882507,0.16358839050131924,0.2911392405063291,0.0,0.0,1.0,1.0,0.2692307692307693,0.21052631578947367,0.39,0.0,0.030303030303030304,0.030303030303030304,0.07758620689655173,0.13800424628450106,0.09375,0.18181818181818182,0.05555555555555555,0.67,0.0
0.5901639344262296,0.317103620474407,0.01566579634464752,0.29815303430079154,0.13924050632911392,0.05263157894736842,0.05263157894736842,1.0,1.0,0.13461538461538464,0.05263157894736842,0.08,0.0,0.0,0.0,0.05603448275862069,0.1412234852532107,0.0625,0.063510810350698,0.0,0.67,1.0
0.4918032786885246,0.32459425717852686,0.06788511749347259,0.2401055408970976,0.0379746835443038,0.10526315789473684,0.10526315789473684,0.75,0.3253012048192771,0.057692307692307696,0.0,1.0,0.0,0.0,0.0,0.19325418501898042,0.14906671332649066,0.14023187899361023,0.0,0.08133531367140533,1.0,0.0
0.4918032786885246,0.2272159800249688,0.00783289817232376,0.19261213720316622,0.43037974683544306,0.0,0.0,0.97,0.3855421686746988,0.34615384615384615,0.10526315789473684,0.36,0.0,0.16666666666666669,0.15151515151515152,0.30603448275862066,0.16985138004246284,0.3125,0.045454545454545456,0.16666666666666666,0.8200000000000001,0.0
0.4590163934426229,0.317103620474407,0.04960835509138381,0.16886543535620052,0.17721518987341772,0.0,0.0,0.87,0.0,0.14423076923076925,0.0,0.33,0.0,0.030303030303030304,0.015151515151515152,0.2672413793103448,0.14437367303609341,0.09375,0.0909090909090909,0.05555555555555555,0.86,0.0
0.47540983606557374,0.16104868913857678,0.010443864229765013,0.14511873350923482,0.20253164556962025,0.21052631578947367,0.10526315789473684,0.79,0.27710843373493976,0.19230769230769232,0.21052631578947367,0.58,0.0,0.06060606060606061,0.06060606060606061,0.10775862068965517,0.19320594479830147,0.09375,0.13636363636363635,0.05555555555555555,0.7000000000000001,0.0
0.9180327868852459,0.3021223470661673,0.02349869451697128,0.37730870712401055,0.12658227848101267,0.0,0.0,1.0,1.0,0.09615384615384616,0.05263157894736842,0.1,0.0,0.0,0.0,0.01293103448275862,0.14906671332649066,0.0625,0.07108868337234737,0.0,0.5,0.0
0.5245901639344263,0.05118601747815231,0.005221932114882507,0.05804749340369393,0.18987341772151897,0.05263157894736842,0.05263157894736842,1.0,1.0,0.16346153846153846,0.10526315789473684,0.25,0.0,0.06060606060606061,0.06060606060606061,0.1336206896551724,0.1762208067940552,0.15625,0.0,0.0,0.75,0.0
0.39344262295081966,0.18102372034956304,0.010443864229765013,0.18205804749340368,0.34177215189873417,0.05263157894736842,0.05263157894736842,0.97,0.012048192771084338,0.2980769230769231,0.10526315789473684,0.48,0.0,0.06060606060606061,0.06060606060606061,0.1896551724137931,0.18471337579617833,0.09375,0.045454545454545456,0.16666666666666666,0.56,0.0
0.6393442622950819,0.45318352059925093,0.028720626631853787,0.20844327176781,0.27848101265822783,0.0,0.0,1.0,1.0,0.21153846153846156,0.05263157894736842,0.41000000000000003,0.0,0.0,0.0,0.21120689655172414,0.048832271762208064,0.1875,0.045454545454545456,0.05555555555555555,0.73,0.0
0.6393442622950819,0.10237203495630462,0.010443864229765013,0.12928759894459102,0.3670886075949367,0.0,0.0,1.0,1.0,0.2884615384615385,0.10526315789473684,0.27,0.0,0.015151515151515152,0.015151515151515152,0.1853448275862069,0.10191082802547771,0.28125,0.18181818181818182,0.16666666666666666,0.64,1.0
0.5245901639344263,0.10736579275905118,0.02349869451697128,0.10817941952506596,0.25316455696202533,0.0,0.0,0.85,0.012048192771084338,0.19230769230769232,0.05263157894736842,0.2,0.0,0.0,0.0,0.06034482758620689,0.15074309978768577,0.125,0.045454545454545456,0.05555555555555555,0.5,0.0
0.5081967213114754,0.1111111111111111,0.010443864229765013,0.13456464379947228,0.24050632911392406,0.05263157894736842,0.05263157894736842,0.9,0.0,0.19230769230769232,0.10526315789473684,0.5,0.0,0.030303030303030304,0.030303030303030304,0.10344827586206896,0.17197452229299362,0.1875,0.0909090909090909,0.05555555555555555,0.8200000000000001,0.0
0.4098360655737705,0.3283395755305868,0.00783289817232376,0.19788918205804748,0.31645569620253167,0.10526315789473684,0.05263157894736842,0.93,0.1566265060240964,0.2692307692307693,0.10526315789473684,0.48,0.0,0.015151515151515152,0.015151515151515152,0.27155172413793105,0.10615711252653928,0.25,0.045454545454545456,0.0,0.91,0.0
0.4098360655737705,0.18476903870162298,0.04177545691906005,0.17941952506596304,0.22784810126582278,0.10526315789473684,0.0,0.55,0.04819277108433735,0.21153846153846156,0.0,0.45,0.0,0.015151515151515152,0.015151515151515152,0.34051724137931033,0.08067940552016985,0.21875,0.0909090909090909,0.0,0.91,0.0
0.7540983606557378,0.19975031210986266,0.018276762402088774,0.23746701846965698,0.21518987341772153,0.0,0.0,1.0,1.0,0.16346153846153846,0.05263157894736842,0.29,0.0,0.0,0.0,0.12068965517241378,0.14906671332649066,0.09375,0.0,0.05555555555555555,0.5700000000000001,0.0
0.5409836065573771,0.35205992509363293,0.0835509138381201,0.2717678100263852,0.18987341772151897,0.10526315789473684,0.10526315789473684,0.8200000000000001,0.03614457831325302,0.16346153846153846,0.0,0.53,0.0,0.015151515151515152,0.015151515151515152,0.08189655172413793,0.10615711252653928,0.09375,0.045454545454545456,0.05555555555555555,0.63,0.0
